"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.link","Answer.WritingTexts","Approve","Reject"
"37VUR2VJ6APAFPJQZ7NURZD1P7XC1X","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3ZPPDN2SLVWANC3SPDDKKCR7L0GE9A","AO63KMU3PGNJA","Approved","Wed Aug 19 15:40:04 PDT 2015","Wed Aug 19 15:44:39 PDT 2015","Wed Aug 19 23:44:39 PDT 2015","Wed Aug 19 17:45:44 PDT 2015","","","275","100% (7/7)","100% (7/7)","100% (7/7)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2618&h=220","delicately, softly, hint of a, gently, briskly, translucent"
"3H781YYV6TIQL7FDXHDZNTWZ221ET1","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3TE22NPXPBCRY40NJC5GUI40MJC442","ABO9F0JD9NN54","Approved","Wed Aug 19 16:03:38 PDT 2015","Wed Aug 19 16:04:43 PDT 2015","Thu Aug 20 00:04:43 PDT 2015","Wed Aug 19 17:45:59 PDT 2015","","","65","100% (15/15)","100% (15/15)","100% (15/15)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=161&h=220","Nobody knows
to you
rest of the"
"3B9XR6P1WEVY017OBWX5KF3513WJB0","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","32KTQ2V7RDF8Z0V56B13XKWGU29M99","A36LOA6VLJU157","Approved","Wed Aug 19 15:53:49 PDT 2015","Wed Aug 19 16:47:36 PDT 2015","Thu Aug 20 00:47:36 PDT 2015","Wed Aug 19 17:45:55 PDT 2015","","","3227","100% (12/12)","100% (12/12)","100% (12/12)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=174&h=220","of Claymore’s kitchen, Not even so long ago"
"38Z7YZ2SB32P9WP7CW9V33J4AO8QI7","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3MX2NQ3YC9U0SPSXHSQVWL7CFA6X59","A36LOA6VLJU157","Approved","Wed Aug 19 15:28:35 PDT 2015","Wed Aug 19 15:29:44 PDT 2015","Wed Aug 19 23:29:44 PDT 2015","Wed Aug 19 17:45:45 PDT 2015","","","69","100% (12/12)","100% (12/12)","100% (12/12)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=187&h=220","it's urgent, and it's EXTREMELY sensitive"
"3CIS7GGG65J5LKU2XM39SPI1LG8EUS","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3I02618YA06C4VGLW2OMAKDPCSRUP1","A3HEFMJ50IMTY6","Approved","Wed Aug 19 15:36:14 PDT 2015","Wed Aug 19 15:54:34 PDT 2015","Wed Aug 19 23:54:34 PDT 2015","Wed Aug 19 17:45:56 PDT 2015","","","1100","100% (5/5)","100% (5/5)","100% (5/5)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=200&h=220","You're yanking a job out from  me

I don't know why should that  make me feel better
I couldn't talk about it over email or text or phone
Meet me in an hour.

it's just  this way"
"3BC9H1KCYUCGJT0YSNU4HGVEO8NYWP","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3X4MXAO0BGOA8CL54U7CX3Y1YQURWT","A3GUUW46FNRMS3","Approved","Wed Aug 19 16:00:03 PDT 2015","Wed Aug 19 16:55:00 PDT 2015","Thu Aug 20 00:55:00 PDT 2015","Wed Aug 19 17:45:55 PDT 2015","","","3297","100% (17/17)","100% (17/17)","100% (17/17)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=213&h=220","Wires and tubes poked out from the top"
"3HUR21WDDUPV8T5O2SQQJZ9LXATYXI","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:06 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:06 PDT 2015","","","3DUZQ9U6SMO9U2LDT92L1BKJDJAVSA","A36SM7QM8OK3H6","Approved","Wed Aug 19 15:51:44 PDT 2015","Wed Aug 19 15:53:50 PDT 2015","Wed Aug 19 23:53:50 PDT 2015","Wed Aug 19 17:46:00 PDT 2015","","","126","100% (6/6)","100% (6/6)","100% (6/6)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=226&h=220","carefully fished
[ - carefully ]

rubber-coated cylindrical handle
[ - cylindrical ]

connected to red and black cables
[ - red ]
[ - and ]
[ - black ]"
"3I6NF2WGIGWMKJ0E2GLPKGBXZFTG5S","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3LBXNTKX0RVJTCU9KI3C81CE16UX95","A3GUUW46FNRMS3","Approved","Wed Aug 19 15:59:55 PDT 2015","Wed Aug 19 16:49:34 PDT 2015","Thu Aug 20 00:49:34 PDT 2015","Wed Aug 19 17:46:01 PDT 2015","","","2979","100% (17/17)","100% (17/17)","100% (17/17)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2631&h=220","about the size and shape of a pencil eraser"
"3X2LT8FDHWI14N9GFJWAI37CVTKW89","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:06 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:06 PDT 2015","","","3ZR9AIQJUB9AZGIM0BIEIFEN57Q04C","A17TA8WE6X7QHM","Approved","Wed Aug 19 15:23:28 PDT 2015","Wed Aug 19 15:44:34 PDT 2015","Wed Aug 19 23:44:34 PDT 2015","Wed Aug 19 17:46:28 PDT 2015","","","1266","100% (14/14)","100% (14/14)","100% (14/14)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=239&h=220","“Nothing,” Danny answered with a shrug.
[with a shrug]

That’s exactly what I was hoping to talk about.”
[exactly]

“You were, like, their head accountant or something, right?”
[like]"
"3YKP7CX6G2F5G66MAN88HPYWA8WB7L","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3K9FOBBF2HJ9IKHE79JTF8CBZMWNL3","A17TA8WE6X7QHM","Approved","Wed Aug 19 15:23:36 PDT 2015","Wed Aug 19 15:49:39 PDT 2015","Wed Aug 19 23:49:39 PDT 2015","Wed Aug 19 17:46:37 PDT 2015","","","1563","100% (14/14)","100% (14/14)","100% (14/14)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2644&h=220","He pulled the large round plug out of the wall, causing the stove’s clock to go dead.
[large round]

He walked up to the stove, grabbed it with both hands, and pulled.
[with both hands]"
"389A2A304OIA80Y83OJUDUURKFRC0U","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3PW9OPU9PQK03ROHSG3Q350ZQL312N","A19FU2C62EJVDS","Approved","Wed Aug 19 15:37:23 PDT 2015","Wed Aug 19 15:37:29 PDT 2015","Wed Aug 19 23:37:29 PDT 2015","Wed Aug 19 17:45:45 PDT 2015","","","6","100% (4/4)","100% (4/4)","100% (4/4)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2657&h=220","The footsteps of her black shoes on his white kitchen tile punctuated the tense stillness of the air. [black, change ""his white"" to ""the"", tense]

Tina inhaled sharply and held her breath, her rib cage expanding, her breasts stretching her white button-down shirt. [ her rib cage expanding]"
"3APP19WN71EI3N0S7ZVUCMPXVA4G68","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3JBT3HLQF82TQUAV2PNURCS4EA5ZPU","A36LOA6VLJU157","Approved","Wed Aug 19 15:29:50 PDT 2015","Wed Aug 19 15:31:24 PDT 2015","Wed Aug 19 23:31:24 PDT 2015","Wed Aug 19 17:45:54 PDT 2015","","","94","100% (12/12)","100% (12/12)","100% (12/12)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2670&h=220","She swept a lock of her hair over her ear"
"3HRWUH63QU2SUBH0PKYKA0KU0RF5NP","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:06 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:06 PDT 2015","","","3LWJHTCVCCM8LPKA1Q8COP2W71XQFO","A3IVO8VPEBEWN5","Approved","Wed Aug 19 15:24:42 PDT 2015","Wed Aug 19 15:32:24 PDT 2015","Wed Aug 19 23:32:24 PDT 2015","Wed Aug 19 17:46:00 PDT 2015","","","462","100% (1/1)","100% (1/1)","100% (1/1)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=252&h=220","remove ""foreign""

Remove ""wistfully""

change ""but a pimple-pocked social outcast suitable solely for locker stuffing"" to Acne scarred pariah.

""tech nerds"" is redundant

""configuring ISDN lines"" may be a bit technical compared to the other descriptions such as ""building websites, creating dot-coms"""
"3R0WOCG21M90TEG21RSPM70GL46DUX","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3YOH7BII097B6J85O0TJAPT9WPUKVF","A285PGNOKOI08H","Approved","Wed Aug 19 15:29:07 PDT 2015","Wed Aug 19 15:31:44 PDT 2015","Wed Aug 19 23:31:44 PDT 2015","Wed Aug 19 17:46:21 PDT 2015","","","157","100% (2/2)","100% (2/2)","100% (2/2)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2683&h=220","[around the back of her neck]
[primordial]
[undoubtedly]
[out of the kiss -> back to reality]"
